ATT_NUMBER,SEASON,WEEK,GDATE,WEEKDAY,TIME,TIME_BUCKET,WIN_LOSS,HOME_GAME,OT,REG_OR_POST,OPP,OPP_DIVISION,OPP_CONFERENCE,QTR,DOWN,YTG,COMPLETION,RECEIVER,RECEIVER_ID,RECEIVER_POS,YDS,TD,INT,FIRST_DOWN,AIR_YDS,YDS_AFTER_CATCH,QB_POSITION,FIELD_TARGET
1726,2012,16,12/23/2012,1,3:15 PM,Late,W,0,0,Reg,Cardinals,NFC-West,NFC,1,3,11,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,L
1727,2012,16,12/23/2012,1,3:15 PM,Late,W,0,0,Reg,Cardinals,NFC-West,NFC,2,3,8,1,Brandon Marshall,10,WR,30,0,0,1,23,7,Shotgun,RS
1729,2012,16,12/23/2012,1,3:15 PM,Late,W,0,0,Reg,Cardinals,NFC-West,NFC,2,3,6,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,L
1730,2012,16,12/23/2012,1,3:15 PM,Late,W,0,0,Reg,Cardinals,NFC-West,NFC,2,2,9,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Under Center,LS
1731,2012,16,12/23/2012,1,3:15 PM,Late,W,0,0,Reg,Cardinals,NFC-West,NFC,2,3,9,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,M
1732,2012,16,12/23/2012,1,3:15 PM,Late,W,0,0,Reg,Cardinals,NFC-West,NFC,2,1,10,1,Brandon Marshall,10,WR,7,0,0,0,7,0,Shotgun,L
1736,2012,16,12/23/2012,1,3:15 PM,Late,W,0,0,Reg,Cardinals,NFC-West,NFC,2,2,6,1,Brandon Marshall,10,WR,11,1,0,1,11,0,Shotgun,RS
1740,2012,16,12/23/2012,1,3:15 PM,Late,W,0,0,Reg,Cardinals,NFC-West,NFC,3,3,5,1,Brandon Marshall,10,WR,6,0,0,1,5,1,Shotgun,LS
1741,2012,16,12/23/2012,1,3:15 PM,Late,W,0,0,Reg,Cardinals,NFC-West,NFC,3,1,10,1,Brandon Marshall,10,WR,9,0,0,0,10,-1,Under Center,LS
1744,2012,16,12/23/2012,1,3:15 PM,Late,W,0,0,Reg,Cardinals,NFC-West,NFC,3,3,5,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Under Center,LS
1746,2012,16,12/23/2012,1,3:15 PM,Late,W,0,0,Reg,Cardinals,NFC-West,NFC,4,2,6,1,Brandon Marshall,10,WR,5,0,0,0,3,2,Under Center,R
1751,2012,17,12/30/2012,1,12:00 PM,Early,W,0,0,Reg,Lions,NFC-North,NFC,1,1,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Under Center,LS
1753,2012,17,12/30/2012,1,12:00 PM,Early,W,0,0,Reg,Lions,NFC-North,NFC,2,2,5,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Under Center,RS
1756,2012,17,12/30/2012,1,12:00 PM,Early,W,0,0,Reg,Lions,NFC-North,NFC,2,2,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,LS
1757,2012,17,12/30/2012,1,12:00 PM,Early,W,0,0,Reg,Lions,NFC-North,NFC,2,3,10,1,Brandon Marshall,10,WR,1,0,0,0,2,-1,Shotgun,LS
1759,2012,17,12/30/2012,1,12:00 PM,Early,W,0,0,Reg,Lions,NFC-North,NFC,2,1,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,R
1760,2012,17,12/30/2012,1,12:00 PM,Early,W,0,0,Reg,Lions,NFC-North,NFC,2,1,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Under Center,RS
1766,2012,17,12/30/2012,1,12:00 PM,Early,W,0,0,Reg,Lions,NFC-North,NFC,3,1,10,1,Brandon Marshall,10,WR,3,0,0,0,1,2,Shotgun,M
1769,2012,17,12/30/2012,1,12:00 PM,Early,W,0,0,Reg,Lions,NFC-North,NFC,3,3,7,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,LS
1770,2012,17,12/30/2012,1,12:00 PM,Early,W,0,0,Reg,Lions,NFC-North,NFC,3,1,10,1,Brandon Marshall,10,WR,9,0,0,0,3,6,Under Center,L
1773,2012,17,12/30/2012,1,12:00 PM,Early,W,0,0,Reg,Lions,NFC-North,NFC,4,3,8,1,Brandon Marshall,10,WR,10,0,0,1,8,2,Shotgun,R
1774,2012,17,12/30/2012,1,12:00 PM,Early,W,0,0,Reg,Lions,NFC-North,NFC,4,1,4,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Under Center,R
1775,2012,17,12/30/2012,1,12:00 PM,Early,W,0,0,Reg,Lions,NFC-North,NFC,4,3,2,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,R
1776,2012,17,12/30/2012,1,12:00 PM,Early,W,0,0,Reg,Lions,NFC-North,NFC,4,1,10,1,Brandon Marshall,10,WR,19,0,0,1,17,2,Under Center,L
1777,2012,17,12/30/2012,1,12:00 PM,Early,W,0,0,Reg,Lions,NFC-North,NFC,4,3,4,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,RS
1782,2013,1,9/8/2013,1,12:00 PM,Early,W,1,0,Reg,Bengals,AFC-North,AFC,1,3,17,1,Brandon Marshall,10,WR,18,0,0,1,13,5,Shotgun,M
1784,2013,1,9/8/2013,1,12:00 PM,Early,W,1,0,Reg,Bengals,AFC-North,AFC,1,1,10,1,Brandon Marshall,10,WR,-4,0,0,0,-4,0,Shotgun,L
1787,2013,1,9/8/2013,1,12:00 PM,Early,W,1,0,Reg,Bengals,AFC-North,AFC,1,3,9,1,Brandon Marshall,10,WR,13,0,0,1,11,2,Shotgun,L
1788,2013,1,9/8/2013,1,12:00 PM,Early,W,1,0,Reg,Bengals,AFC-North,AFC,1,1,10,1,Brandon Marshall,10,WR,6,0,0,0,6,0,Shotgun,LS
1789,2013,1,9/8/2013,1,12:00 PM,Early,W,1,0,Reg,Bengals,AFC-North,AFC,2,2,10,1,Brandon Marshall,10,WR,8,0,0,0,8,0,Shotgun,R
1791,2013,1,9/8/2013,1,12:00 PM,Early,W,1,0,Reg,Bengals,AFC-North,AFC,2,1,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Under Center,L
1796,2013,1,9/8/2013,1,12:00 PM,Early,W,1,0,Reg,Bengals,AFC-North,AFC,2,3,6,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,RS
1805,2013,1,9/8/2013,1,12:00 PM,Early,W,1,0,Reg,Bengals,AFC-North,AFC,4,2,9,1,Brandon Marshall,10,WR,6,0,0,0,7,-1,Shotgun,R
1806,2013,1,9/8/2013,1,12:00 PM,Early,W,1,0,Reg,Bengals,AFC-North,AFC,4,3,3,1,Brandon Marshall,10,WR,38,0,0,1,25,13,Shotgun,RS
1808,2013,1,9/8/2013,1,12:00 PM,Early,W,1,0,Reg,Bengals,AFC-North,AFC,4,1,10,1,Brandon Marshall,10,WR,19,1,0,1,19,0,Under Center,LS
1817,2013,2,9/15/2013,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,1,1,10,1,Brandon Marshall,10,WR,34,1,0,1,25,9,Under Center,RS
1820,2013,2,9/15/2013,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,2,3,9,1,Brandon Marshall,10,WR,15,0,0,1,13,2,Shotgun,RS
1821,2013,2,9/15/2013,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,2,1,10,1,Brandon Marshall,10,WR,6,0,0,0,3,3,Shotgun,R
1826,2013,2,9/15/2013,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,2,1,10,1,Brandon Marshall,10,WR,31,0,0,1,30,1,Shotgun,RS
1829,2013,2,9/15/2013,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,2,3,2,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,RS
1832,2013,2,9/15/2013,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,3,3,5,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,LS
1834,2013,2,9/15/2013,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,3,1,10,1,Brandon Marshall,10,WR,5,0,0,0,4,1,Under Center,M
1838,2013,2,9/15/2013,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,4,1,10,0,Brandon Marshall,10,WR,0,0,1,0,0,0,Under Center,RS
1842,2013,2,9/15/2013,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,4,3,4,1,Brandon Marshall,10,WR,12,0,0,1,11,1,Shotgun,M
1844,2013,2,9/15/2013,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,4,3,1,1,Brandon Marshall,10,WR,10,0,0,1,8,2,Shotgun,L
1849,2013,3,9/22/2013,1,7:30 PM,Primetime,W,0,0,Reg,Steelers,AFC-North,AFC,1,1,10,1,Brandon Marshall,10,WR,9,0,0,0,5,4,Under Center,RS
1856,2013,3,9/22/2013,1,7:30 PM,Primetime,W,0,0,Reg,Steelers,AFC-North,AFC,1,1,10,1,Brandon Marshall,10,WR,-4,0,0,0,-4,0,Under Center,L
1863,2013,3,9/22/2013,1,7:30 PM,Primetime,W,0,0,Reg,Steelers,AFC-North,AFC,2,2,12,1,Brandon Marshall,10,WR,6,0,0,0,-2,8,Shotgun,RS
1864,2013,3,9/22/2013,1,7:30 PM,Primetime,W,0,0,Reg,Steelers,AFC-North,AFC,2,3,6,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,LS
1866,2013,3,9/22/2013,1,7:30 PM,Primetime,W,0,0,Reg,Steelers,AFC-North,AFC,2,3,5,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,LS
1871,2013,3,9/22/2013,1,7:30 PM,Primetime,W,0,0,Reg,Steelers,AFC-North,AFC,3,1,10,1,Brandon Marshall,10,WR,0,0,0,0,0,0,Under Center,RS
1874,2013,3,9/22/2013,1,7:30 PM,Primetime,W,0,0,Reg,Steelers,AFC-North,AFC,3,3,1,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Under Center,RS
1876,2013,3,9/22/2013,1,7:30 PM,Primetime,W,0,0,Reg,Steelers,AFC-North,AFC,4,3,12,1,Brandon Marshall,10,WR,41,0,0,1,35,6,Shotgun,LS
1879,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,1,2,6,1,Brandon Marshall,10,WR,13,0,0,1,6,7,Shotgun,LS
1881,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,1,1,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Under Center,LS
1883,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,1,1,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,L
1886,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,2,3,15,1,Brandon Marshall,10,WR,2,0,0,0,1,1,Shotgun,L
1887,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,2,1,10,0,Brandon Marshall,10,WR,0,0,1,0,0,0,Under Center,RS
1891,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,2,1,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,M
1895,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,3,1,10,1,Brandon Marshall,10,WR,24,0,0,1,23,1,Under Center,M
1901,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,3,1,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,L
1904,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,4,2,10,1,Brandon Marshall,10,WR,12,0,0,1,5,7,Under Center,R
1905,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,4,1,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,RS
1907,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,4,3,7,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,LS
1918,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,4,1,10,1,Brandon Marshall,10,WR,13,0,0,1,15,-2,Shotgun,M
1920,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,4,2,1,1,Brandon Marshall,10,WR,12,0,0,1,12,0,Shotgun,R
1923,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,4,1,10,1,Brandon Marshall,10,WR,3,0,0,0,2,1,Shotgun,L
1929,2013,5,10/6/2013,1,12:00 PM,Early,L,1,0,Reg,Saints,NFC-South,NFC,1,3,17,1,Brandon Marshall,10,WR,8,0,0,0,4,4,Shotgun,R
1932,2013,5,10/6/2013,1,12:00 PM,Early,L,1,0,Reg,Saints,NFC-South,NFC,2,1,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,L
1939,2013,5,10/6/2013,1,12:00 PM,Early,L,1,0,Reg,Saints,NFC-South,NFC,2,1,10,1,Brandon Marshall,10,WR,8,0,0,0,-4,12,Shotgun,R
1949,2013,5,10/6/2013,1,12:00 PM,Early,L,1,0,Reg,Saints,NFC-South,NFC,4,2,7,1,Brandon Marshall,10,WR,12,0,0,1,3,9,Under Center,LS
1957,2013,5,10/6/2013,1,12:00 PM,Early,L,1,0,Reg,Saints,NFC-South,NFC,4,1,2,1,Brandon Marshall,10,WR,2,1,0,1,2,0,Under Center,LS
1959,2013,6,10/10/2013,5,7:30 PM,Primetime,W,1,0,Reg,Giants,NFC-East,NFC,1,4,2,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,L
1960,2013,6,10/10/2013,5,7:30 PM,Primetime,W,1,0,Reg,Giants,NFC-East,NFC,1,1,10,1,Brandon Marshall,10,WR,20,0,0,1,17,3,Under Center,LS
1962,2013,6,10/10/2013,5,7:30 PM,Primetime,W,1,0,Reg,Giants,NFC-East,NFC,1,1,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Under Center,RS
1963,2013,6,10/10/2013,5,7:30 PM,Primetime,W,1,0,Reg,Giants,NFC-East,NFC,1,2,10,1,Brandon Marshall,10,WR,12,0,0,1,4,8,Under Center,L
1965,2013,6,10/10/2013,5,7:30 PM,Primetime,W,1,0,Reg,Giants,NFC-East,NFC,2,3,9,1,Brandon Marshall,10,WR,10,1,0,1,10,0,Shotgun,M
1969,2013,6,10/10/2013,5,7:30 PM,Primetime,W,1,0,Reg,Giants,NFC-East,NFC,2,2,5,1,Brandon Marshall,10,WR,7,0,0,1,3,4,Under Center,L
1971,2013,6,10/10/2013,5,7:30 PM,Primetime,W,1,0,Reg,Giants,NFC-East,NFC,2,1,3,1,Brandon Marshall,10,WR,3,1,0,1,3,0,Shotgun,RS
1974,2013,6,10/10/2013,5,7:30 PM,Primetime,W,1,0,Reg,Giants,NFC-East,NFC,2,1,10,1,Brandon Marshall,10,WR,13,0,0,1,13,0,Shotgun,L
1977,2013,6,10/10/2013,5,7:30 PM,Primetime,W,1,0,Reg,Giants,NFC-East,NFC,3,1,10,1,Brandon Marshall,10,WR,15,0,0,1,15,0,Under Center,RS
1989,2013,6,10/10/2013,5,7:30 PM,Primetime,W,1,0,Reg,Giants,NFC-East,NFC,4,2,4,1,Brandon Marshall,10,WR,-1,0,0,0,-2,1,Shotgun,L
1991,2013,6,10/10/2013,5,7:30 PM,Primetime,W,1,0,Reg,Giants,NFC-East,NFC,4,2,7,1,Brandon Marshall,10,WR,8,0,0,1,7,1,Shotgun,L
1996,2013,7,10/20/2013,1,12:00 PM,Early,L,0,0,Reg,Washington,NFC-East,NFC,1,3,9,1,Brandon Marshall,10,WR,7,0,0,0,7,0,Shotgun,R
1997,2013,7,10/20/2013,1,12:00 PM,Early,L,0,0,Reg,Washington,NFC-East,NFC,1,1,10,1,Brandon Marshall,10,WR,13,0,0,1,11,2,Under Center,L
2000,2013,7,10/20/2013,1,12:00 PM,Early,L,0,0,Reg,Washington,NFC-East,NFC,1,1,10,1,Brandon Marshall,10,WR,8,0,0,0,8,0,Shotgun,M
2002,2013,7,10/20/2013,1,12:00 PM,Early,L,0,0,Reg,Washington,NFC-East,NFC,2,3,4,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,M
2004,2013,10,11/10/2013,1,12:00 PM,Early,L,1,0,Reg,Lions,NFC-North,NFC,1,3,6,1,Brandon Marshall,10,WR,17,0,0,1,12,5,Shotgun,L
2005,2013,10,11/10/2013,1,12:00 PM,Early,L,1,0,Reg,Lions,NFC-North,NFC,1,1,10,1,Brandon Marshall,10,WR,12,0,0,1,5,7,Shotgun,L
2006,2013,10,11/10/2013,1,12:00 PM,Early,L,1,0,Reg,Lions,NFC-North,NFC,1,1,10,1,Brandon Marshall,10,WR,32,1,0,1,29,3,Shotgun,L
2014,2013,10,11/10/2013,1,12:00 PM,Early,L,1,0,Reg,Lions,NFC-North,NFC,2,1,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Under Center,LS
2021,2013,10,11/10/2013,1,12:00 PM,Early,L,1,0,Reg,Lions,NFC-North,NFC,3,2,14,1,Brandon Marshall,10,WR,9,0,0,0,7,2,Shotgun,L
2022,2013,10,11/10/2013,1,12:00 PM,Early,L,1,0,Reg,Lions,NFC-North,NFC,3,3,5,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,LS
2024,2013,10,11/10/2013,1,12:00 PM,Early,L,1,0,Reg,Lions,NFC-North,NFC,3,2,10,1,Brandon Marshall,10,WR,44,0,0,1,39,5,Under Center,M
2036,2013,10,11/10/2013,1,12:00 PM,Early,L,1,0,Reg,Lions,NFC-North,NFC,4,2,9,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Under Center,LS
2041,2013,10,11/10/2013,1,12:00 PM,Early,L,1,0,Reg,Lions,NFC-North,NFC,4,2,11,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,RS
2045,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,1,1,10,1,Brandon Marshall,10,WR,16,0,0,1,13,3,Shotgun,M
2046,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,1,1,10,0,Brandon Marshall,10,WR,0,0,1,0,0,0,Shotgun,L
2048,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,1,2,13,1,Brandon Marshall,10,WR,9,0,0,0,7,2,Shotgun,L
2050,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,1,3,8,1,Brandon Marshall,10,WR,18,0,0,1,12,6,Shotgun,R
2052,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,2,1,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Under Center,LS
2053,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,2,2,15,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,L
2055,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,2,2,12,0,Brandon Marshall,10,WR,0,0,1,0,0,0,Shotgun,L
2057,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,2,2,8,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,LS
2059,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,2,1,10,1,Brandon Marshall,10,WR,41,0,0,1,27,14,Shotgun,RS
2061,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,2,2,2,1,Brandon Marshall,10,WR,5,1,0,1,5,0,Shotgun,RS
2062,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,3,2,11,1,Brandon Marshall,10,WR,6,0,0,0,6,0,Shotgun,L
2069,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,4,1,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Under Center,M
2075,2013,16,12/22/2013,1,7:30 PM,Primetime,L,0,0,Reg,Eagles,NFC-East,NFC,1,1,10,1,Brandon Marshall,10,WR,14,0,0,1,14,0,Under Center,L
2077,2013,16,12/22/2013,1,7:30 PM,Primetime,L,0,0,Reg,Eagles,NFC-East,NFC,2,3,2,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,LS
2079,2013,16,12/22/2013,1,7:30 PM,Primetime,L,0,0,Reg,Eagles,NFC-East,NFC,2,2,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,L
2087,2013,16,12/22/2013,1,7:30 PM,Primetime,L,0,0,Reg,Eagles,NFC-East,NFC,2,3,28,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Under Center,LS
2089,2013,16,12/22/2013,1,7:30 PM,Primetime,L,0,0,Reg,Eagles,NFC-East,NFC,2,1,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,RS
2097,2013,16,12/22/2013,1,7:30 PM,Primetime,L,0,0,Reg,Eagles,NFC-East,NFC,3,2,10,1,Brandon Marshall,10,WR,5,0,0,0,-4,9,Shotgun,R
2100,2013,16,12/22/2013,1,7:30 PM,Primetime,L,0,0,Reg,Eagles,NFC-East,NFC,3,1,10,1,Brandon Marshall,10,WR,11,0,0,1,9,2,Shotgun,LS
2105,2013,16,12/22/2013,1,7:30 PM,Primetime,L,0,0,Reg,Eagles,NFC-East,NFC,3,1,6,1,Brandon Marshall,10,WR,6,1,0,1,6,0,Shotgun,LS
2106,2013,16,12/22/2013,1,7:30 PM,Primetime,L,0,0,Reg,Eagles,NFC-East,NFC,4,1,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,L
2109,2013,17,12/29/2013,1,3:25 PM,Late,L,1,0,Reg,Packers,NFC-North,NFC,1,1,10,1,Brandon Marshall,10,WR,3,0,0,0,-1,4,Shotgun,R
2111,2013,17,12/29/2013,1,3:25 PM,Late,L,1,0,Reg,Packers,NFC-North,NFC,1,1,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,R
2112,2013,17,12/29/2013,1,3:25 PM,Late,L,1,0,Reg,Packers,NFC-North,NFC,1,2,10,1,Brandon Marshall,10,WR,13,0,0,1,7,6,Under Center,R
2113,2013,17,12/29/2013,1,3:25 PM,Late,L,1,0,Reg,Packers,NFC-North,NFC,1,2,8,1,Brandon Marshall,10,WR,37,0,0,1,27,10,Shotgun,LS
2114,2013,17,12/29/2013,1,3:25 PM,Late,L,1,0,Reg,Packers,NFC-North,NFC,1,1,8,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Under Center,LS
2117,2013,17,12/29/2013,1,3:25 PM,Late,L,1,0,Reg,Packers,NFC-North,NFC,2,3,5,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,M
2121,2013,17,12/29/2013,1,3:25 PM,Late,L,1,0,Reg,Packers,NFC-North,NFC,3,1,10,1,Brandon Marshall,10,WR,9,0,0,0,5,4,Shotgun,LS
2123,2013,17,12/29/2013,1,3:25 PM,Late,L,1,0,Reg,Packers,NFC-North,NFC,4,3,5,1,Brandon Marshall,10,WR,5,1,0,1,5,0,Shotgun,RS
2125,2013,17,12/29/2013,1,3:25 PM,Late,L,1,0,Reg,Packers,NFC-North,NFC,4,1,10,1,Brandon Marshall,10,WR,7,0,0,0,-3,10,Under Center,R
2131,2013,17,12/29/2013,1,3:25 PM,Late,L,1,0,Reg,Packers,NFC-North,NFC,4,2,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,M
2133,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,1,2,8,1,Brandon Marshall,10,WR,8,0,0,1,1,7,Shotgun,RS
2138,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,1,1,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Pistol,RS
2140,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,2,1,10,1,Brandon Marshall,10,WR,7,0,0,0,6,1,Shotgun,L
2142,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,2,1,10,1,Brandon Marshall,10,WR,14,0,0,0,11,3,Shotgun,LS
2149,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,2,2,11,1,Brandon Marshall,10,WR,6,0,0,0,7,-1,Shotgun,LS
2150,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,2,3,5,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,LS
2156,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,3,1,10,1,Brandon Marshall,10,WR,3,0,0,0,-2,5,Shotgun,R
2162,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,3,1,10,1,Brandon Marshall,10,WR,11,1,0,1,11,0,Under Center,LS
2163,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,3,2,6,1,Brandon Marshall,10,WR,7,0,0,1,7,0,Shotgun,R
2164,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,4,2,12,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,R
2172,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,4,3,10,1,Brandon Marshall,10,WR,15,0,0,1,9,6,Shotgun,L
2177,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,4,2,1,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Shotgun,RS
2185,2014,2,9/14/2014,1,7:30 PM,Primetime,W,0,0,Reg,49ers,NFC-West,NFC,1,1,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Pistol,LS
2191,2014,2,9/14/2014,1,7:30 PM,Primetime,W,0,0,Reg,49ers,NFC-West,NFC,2,1,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Under Center,LS
2192,2014,2,9/14/2014,1,7:30 PM,Primetime,W,0,0,Reg,49ers,NFC-West,NFC,2,2,10,0,Brandon Marshall,10,WR,0,0,0,0,0,0,Pistol,R
2200,2014,2,9/14/2014,1,7:30 PM,Primetime,W,0,0,Reg,49ers,NFC-West,NFC,2,2,11,1,Brandon Marshall,10,WR,9,0,0,0,8,1,Shotgun,R
2201,2014,2,9/14/2014,1,7:30 PM,Primetime,W,0,0,Reg,49ers,NFC-West,NFC,2,3,2,1,Brandon Marshall,10,WR,17,1,0,1,17,0,Shotgun,L
2207,2014,2,9/14/2014,1,7:30 PM,Primetime,W,0,0,Reg,49ers,NFC-West,NFC,3,1,10,1,Brandon Marshall,10,WR,14,0,0,1,12,2,Shotgun,L
2212,2014,2,9/14/2014,1,7:30 PM,Primetime,W,0,0,Reg,49ers,NFC-West,NFC,4,3,3,1,Brandon Marshall,10,WR,5,1,0,1,5,0,Shotgun,L
